Column1;Daerah;Negara;Emisi;Tipe;Segmen;Alasan;Tahun
1371;North America;Mexico;1,55061E+16;Energy;Offshore gas;Fugitive;2022
1372;North America;Mexico;3,36449E+16;Energy;Offshore gas;Vented;2022
1373;North America;Mexico;1,95106E+15;Energy;Offshore oil;Flared;2022
1374;North America;Mexico;3,56522E+16;Energy;Offshore oil;Fugitive;2022
1375;North America;Mexico;4,8302E+15;Energy;Offshore oil;Vented;2022
1376;North America;Mexico;2,72903E+15;Energy;Onshore gas;Fugitive;2022
1377;North America;Mexico;5,92142E+15;Energy;Onshore gas;Vented;2022
1378;North America;Mexico;6,48793E+15;Energy;Onshore oil;Flared;2022
1379;North America;Mexico;1,51928E+15;Energy;Onshore oil;Fugitive;2022
1380;North America;Mexico;2,05834E+16;Energy;Onshore oil;Vented;2022
1381;North America;Mexico;9,89216E+15;Energy;Other from coal;All;2022
1382;North America;Mexico;5,50184E+14;Energy;Other from oil and gas;All;2022
1383;North America;Mexico;1,88545E+15;Energy;Steam coal;All;2022
1384;North America;Mexico;1,58133E+16;Energy;Total;All;2022
1385;North America;Mexico;5,43614E+15;Other;Total;All;2019-2021
1386;North America;Mexico;1,99463E+14;Waste;Total;All;2019-2021
1387;North America;United States;9,40933E+13;Agriculture;Total;All;2019-2021
1388;North America;United States;2,37844E+14;Energy;Bioenergy;All;2022
1389;North America;United States;8,29183E+15;Energy;Coking coal;All;2022
1390;North America;United States;1,78137E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
1391;North America;United States;9,49829E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
1392;North America;United States;1,96079E+15;Energy;Offshore gas;Fugitive;2022
1393;North America;United States;4,2545E+15;Energy;Offshore gas;Vented;2022
1394;North America;United States;2,16419E+15;Energy;Offshore oil;Flared;2022
1395;North America;United States;1,83104E+15;Energy;Offshore oil;Fugitive;2022
1396;North America;United States;2,4807E+16;Energy;Offshore oil;Vented;2022
1397;North America;United States;1,75695E+15;Energy;Onshore gas;Fugitive;2022
1398;North America;United States;3,81221E+13;Energy;Onshore gas;Vented;2022
1399;North America;United States;4,36623E+16;Energy;Onshore oil;Flared;2022
1400;North America;United States;3,09159E+16;Energy;Onshore oil;Fugitive;2022
1401;North America;United States;4,18852E+14;Energy;Onshore oil;Vented;2022
1402;North America;United States;2,20652E+15;Energy;Other from coal;All;2022
1403;North America;United States;5,69822E+15;Energy;Other from oil and gas;All;2022
1404;North America;United States;3,576E+15;Energy;Satellite-detected large oil and gas emissions;All;2022
1405;North America;United States;1,16828E+15;Energy;Steam coal;All;2022
1406;North America;United States;1,67696E+13;Energy;Total;All;2022
1407;North America;United States;5,38363E+15;Other;Total;All;2019-2021
1408;North America;United States;5,11793E+14;Waste;Total;All;2019-2021
1409;Other;Other;7,25901E+14;Agriculture;Total;All;2019-2021
1410;Other;Other;1,18747E+16;Energy;Bioenergy;All;2022
1411;Other;Other;1,70665E+16;Energy;Coking coal;All;2022
1412;Other;Other;7,43567E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
1413;Other;Other;3,96471E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
1414;Other;Other;1,77322E+16;Energy;Offshore gas;Fugitive;2022
1415;Other;Other;3,84751E+16;Energy;Offshore gas;Vented;2022
1416;Other;Other;4,59294E+11;Energy;Offshore oil;Flared;2022
1417;Other;Other;1,95052E+13;Energy;Offshore oil;Fugitive;2022
1418;Other;Other;2,64258E+14;Energy;Offshore oil;Vented;2022
1419;Other;Other;8,06964E+14;Energy;Onshore gas;Fugitive;2022
1420;Other;Other;1,75095E+15;Energy;Onshore gas;Vented;2022
1421;Other;Other;8,0962E+15;Energy;Onshore oil;Flared;2022
1422;Other;Other;6,05502E+15;Energy;Onshore oil;Fugitive;2022
1423;Other;Other;8,20339E+15;Energy;Onshore oil;Vented;2022
1424;Other;Other;3,58063E+15;Energy;Other from coal;All;2022
1425;Other;Other;2,8125E+15;Energy;Other from oil and gas;All;2022
1426;Other;Other;8,38127E+15;Energy;Steam coal;All;2022
1427;Other;Other;2,42088E+13;Energy;Total;All;2022
1428;Other;Other;6,82088E+15;Other;Total;All;2019-2021
1429;Other;Other;3,2145E+13;Waste;Total;All;2019-2021
1430;Russia & Caspian;Azerbaijan;1,95198E+15;Agriculture;Total;All;2019-2021
1431;Russia & Caspian;Azerbaijan;3,8E+15;Energy;Bioenergy;All;2022
1432;Russia & Caspian;Azerbaijan;2,13176E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
1433;Russia & Caspian;Azerbaijan;1,13665E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
1434;Russia & Caspian;Azerbaijan;2,79344E+15;Energy;Offshore gas;Fugitive;2022
1435;Russia & Caspian;Azerbaijan;6,06118E+15;Energy;Offshore gas;Vented;2022
1436;Russia & Caspian;Azerbaijan;6,79316E+14;Energy;Offshore oil;Flared;2022
1437;Russia & Caspian;Azerbaijan;1,04741E+15;Energy;Offshore oil;Fugitive;2022
1438;Russia & Caspian;Azerbaijan;1,41905E+16;Energy;Offshore oil;Vented;2022
1439;Russia & Caspian;Azerbaijan;3,15974E+15;Energy;Onshore gas;Fugitive;2022
1440;Russia & Caspian;Azerbaijan;6,85598E+15;Energy;Onshore gas;Vented;2022
1441;Russia & Caspian;Azerbaijan;1,02315E+16;Energy;Onshore oil;Flared;2022
1442;Russia & Caspian;Azerbaijan;2,52942E+16;Energy;Onshore oil;Fugitive;2022
1443;Russia & Caspian;Azerbaijan;3,42688E+13;Energy;Onshore oil;Vented;2022
1444;Russia & Caspian;Azerbaijan;3,64946E+16;Energy;Other from oil and gas;All;2022
1445;Russia & Caspian;Azerbaijan;3,23255E+15;Energy;Total;All;2022
1446;Russia & Caspian;Azerbaijan;9,60435E+13;Other;Total;All;2019-2021
1447;Russia & Caspian;Azerbaijan;1,04275E+16;Waste;Total;All;2019-2021
1448;Russia & Caspian;Kazakhstan;7,62098E+15;Agriculture;Total;All;2019-2021
1449;Russia & Caspian;Kazakhstan;6,04E+15;Energy;Bioenergy;All;2022
1450;Russia & Caspian;Kazakhstan;1,03285E+16;Energy;Coking coal;All;2022
1451;Russia & Caspian;Kazakhstan;6,07204E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
1452;Russia & Caspian;Kazakhstan;3,23761E+14;Energy;Gas pipelines and LNG facilities;Vented;2022
1453;Russia & Caspian;Kazakhstan;1,44953E+15;Energy;Offshore gas;Fugitive;2022
1454;Russia & Caspian;Kazakhstan;3,14518E+16;Energy;Offshore gas;Vented;2022
1455;Russia & Caspian;Kazakhstan;1,77744E+15;Energy;Offshore oil;Flared;2022
1456;Russia & Caspian;Kazakhstan;1,48222E+16;Energy;Offshore oil;Fugitive;2022
1457;Russia & Caspian;Kazakhstan;2,00813E+16;Energy;Offshore oil;Vented;2022
1458;Russia & Caspian;Kazakhstan;7,92112E+15;Energy;Onshore gas;Fugitive;2022
1459;Russia & Caspian;Kazakhstan;1,71872E+15;Energy;Onshore gas;Vented;2022
1460;Russia & Caspian;Kazakhstan;8,56412E+15;Energy;Onshore oil;Flared;2022
1461;Russia & Caspian;Kazakhstan;7,77678E+14;Energy;Onshore oil;Fugitive;2022
1462;Russia & Caspian;Kazakhstan;1,05361E+16;Energy;Onshore oil;Vented;2022
1463;Russia & Caspian;Kazakhstan;5,49391E+16;Energy;Other from coal;All;2022
1464;Russia & Caspian;Kazakhstan;1,39016E+16;Energy;Other from oil and gas;All;2022
1465;Russia & Caspian;Kazakhstan;770;Energy;Satellite-detected large oil and gas emissions;All;2022
1466;Russia & Caspian;Kazakhstan;6,50276E+14;Energy;Steam coal;All;2022
1467;Russia & Caspian;Kazakhstan;2,74056E+15;Energy;Total;All;2022
1468;Russia & Caspian;Kazakhstan;1,74071E+16;Other;Total;All;2019-2021
1469;Russia & Caspian;Kazakhstan;1,98935E+15;Waste;Total;All;2019-2021
1470;Russia & Caspian;Russia;2,0221E+15;Agriculture;Total;All;2019-2021
1471;Russia & Caspian;Russia;2,8388E+15;Energy;Bioenergy;All;2022
1472;Russia & Caspian;Russia;1,81068E+16;Energy;Coking coal;All;2022
1473;Russia & Caspian;Russia;1,23137E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
1474;Russia & Caspian;Russia;6,56568E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
1475;Russia & Caspian;Russia;3,50452E+15;Energy;Offshore gas;Fugitive;2022
1476;Russia & Caspian;Russia;7,60408E+15;Energy;Offshore gas;Vented;2022
1477;Russia & Caspian;Russia;3,22379E+15;Energy;Offshore oil;Flared;2022
1478;Russia & Caspian;Russia;9,2731E+15;Energy;Offshore oil;Fugitive;2022
1479;Russia & Caspian;Russia;1,25633E+16;Energy;Offshore oil;Vented;2022
1480;Russia & Caspian;Russia;1,25652E+14;Energy;Onshore gas;Fugitive;2022
1481;Russia & Caspian;Russia;2,72639E+15;Energy;Onshore gas;Vented;2022
1482;Russia & Caspian;Russia;1,16801E+15;Energy;Onshore oil;Flared;2022
1483;Russia & Caspian;Russia;3,53131E+15;Energy;Onshore oil;Fugitive;2022
1484;Russia & Caspian;Russia;478425;Energy;Onshore oil;Vented;2022
1485;Russia & Caspian;Russia;7,52086E+15;Energy;Other from coal;All;2022
1486;Russia & Caspian;Russia;1,03708E+16;Energy;Other from oil and gas;All;2022
1487;Russia & Caspian;Russia;10140;Energy;Satellite-detected large oil and gas emissions;All;2022
1488;Russia & Caspian;Russia;2,59163E+13;Energy;Steam coal;All;2022
1489;Russia & Caspian;Russia;1,80781E+13;Energy;Total;All;2022
1490;Russia & Caspian;Russia;3,23422E+14;Other;Total;All;2019-2021
1491;Russia & Caspian;Russia;3,93124E+15;Waste;Total;All;2019-2021
1492;Russia & Caspian;Turkmenistan;3,04872E+16;Agriculture;Total;All;2019-2021
1493;Russia & Caspian;Turkmenistan;8,8E+14;Energy;Bioenergy;All;2022
1494;Russia & Caspian;Turkmenistan;3,124E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
1495;Russia & Caspian;Turkmenistan;1,66572E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
1496;Russia & Caspian;Turkmenistan;4,24369E+14;Energy;Offshore gas;Fugitive;2022
1497;Russia & Caspian;Turkmenistan;9,20793E+14;Energy;Offshore gas;Vented;2022
1498;Russia & Caspian;Turkmenistan;7,97326E+15;Energy;Offshore oil;Flared;2022
1499;Russia & Caspian;Turkmenistan;2,1701E+16;Energy;Offshore oil;Fugitive;2022
1500;Russia & Caspian;Turkmenistan;2,94008E+16;Energy;Offshore oil;Vented;2022
1501;Russia & Caspian;Turkmenistan;6,00879E+15;Energy;Onshore gas;Fugitive;2022
1502;Russia & Caspian;Turkmenistan;1,30378E+15;Energy;Onshore gas;Vented;2022
1503;Russia & Caspian;Turkmenistan;7,1367E+15;Energy;Onshore oil;Flared;2022
1504;Russia & Caspian;Turkmenistan;2,52961E+15;Energy;Onshore oil;Fugitive;2022
1505;Russia & Caspian;Turkmenistan;3,42715E+15;Energy;Onshore oil;Vented;2022
1506;Russia & Caspian;Turkmenistan;6,98595E+16;Energy;Other from oil and gas;All;2022
1507;Russia & Caspian;Turkmenistan;13800;Energy;Satellite-detected large oil and gas emissions;All;2022
1508;Russia & Caspian;Turkmenistan;4,74004E+12;Energy;Total;All;2022
1509;Russia & Caspian;Turkmenistan;1,4148E+16;Other;Total;All;2019-2021
1510;Russia & Caspian;Turkmenistan;4,80298E+15;Waste;Total;All;2019-2021
1511;Russia & Caspian;Uzbekistan;9,01683E+12;Agriculture;Total;All;2019-2021
1512;Russia & Caspian;Uzbekistan;1,2E+14;Energy;Bioenergy;All;2022
1513;Russia & Caspian;Uzbekistan;1,51171E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
1514;Russia & Caspian;Uzbekistan;8,06044E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
1515;Russia & Caspian;Uzbekistan;1,27389E+16;Energy;Onshore gas;Fugitive;2022
1516;Russia & Caspian;Uzbekistan;2,76408E+15;Energy;Onshore gas;Vented;2022
1517;Russia & Caspian;Uzbekistan;3,63574E+16;Energy;Onshore oil;Flared;2022
1518;Russia & Caspian;Uzbekistan;4,67583E+15;Energy;Onshore oil;Fugitive;2022
1519;Russia & Caspian;Uzbekistan;6,33486E+15;Energy;Onshore oil;Vented;2022
1520;Russia & Caspian;Uzbekistan;5,676E+15;Energy;Other from coal;All;2022
1521;Russia & Caspian;Uzbekistan;1,69739E+15;Energy;Other from oil and gas;All;2022
1522;Russia & Caspian;Uzbekistan;1,83E+16;Energy;Satellite-detected large oil and gas emissions;All;2022
1523;Russia & Caspian;Uzbekistan;7,80916E+15;Energy;Total;All;2022
1524;Russia & Caspian;Uzbekistan;3,84562E+15;Other;Total;All;2019-2021
1525;Russia & Caspian;Uzbekistan;2,80418E+15;Waste;Total;All;2019-2021
1526;World;World;1,41954E+11;Agriculture;Total;All;2019-2021
1527;World;World;9,20804E+13;Energy;Bioenergy;All;2022
1528;World;World;1,00099E+13;Energy;Coking coal;All;2022
1529;World;World;7,80173E+14;Energy;Gas pipelines and LNG facilities;Fugitive;2022
1530;World;World;4,15989E+14;Energy;Gas pipelines and LNG facilities;Vented;2022
1531;World;World;1,37026E+15;Energy;Offshore gas;Fugitive;2022
1532;World;World;2,97318E+15;Energy;Offshore gas;Vented;2022
1533;World;World;1,32039E+16;Energy;Offshore oil;Flared;2022
1534;World;World;4,88638E+15;Energy;Offshore oil;Fugitive;2022
1535;World;World;6,62011E+14;Energy;Offshore oil;Vented;2022
1536;World;World;5,66507E+14;Energy;Onshore gas;Fugitive;2022
1537;World;World;122920;Energy;Onshore gas;Vented;2022
1538;World;World;6,37569E+14;Energy;Onshore oil;Flared;2022
1539;World;World;1,91477E+14;Energy;Onshore oil;Fugitive;2022
1540;World;World;259415;Energy;Onshore oil;Vented;2022
1541;World;World;1,51848E+16;Energy;Other from coal;All;2022
1542;World;World;2,29233E+15;Energy;Other from oil and gas;All;2022
1543;World;World;31025;Energy;Satellite-detected large oil and gas emissions;All;2022
1544;World;World;302965;Energy;Steam coal;All;2022
1545;World;World;1,33351E+11;Energy;Total;All;2022
1546;World;World;9,73787E+13;Other;Total;All;2019-2021
1547;World;World;7,07587E+11;Waste;Total;All;2019-2021
