Column1;Daerah;Negara;Emisi;Tipe;Segmen;Alasan;Tahun
0;Africa;Algeria;2,57611E+15;Agriculture;Total;All;2019-2021
1;Africa;Algeria;5,2E+14;Energy;Bioenergy;All;2022
2;Africa;Algeria;1,30799E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
3;Africa;Algeria;6,97419E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
4;Africa;Algeria;2,13987E+16;Energy;Onshore gas;Fugitive;2022
5;Africa;Algeria;4,64308E+15;Energy;Onshore gas;Vented;2022
6;Africa;Algeria;4,69787E+15;Energy;Onshore oil;Flared;2022
7;Africa;Algeria;8,51872E+15;Energy;Onshore oil;Fugitive;2022
8;Africa;Algeria;1,15412E+16;Energy;Onshore oil;Vented;2022
9;Africa;Algeria;4E+13;Energy;Other from coal;All;2022
10;Africa;Algeria;1,42086E+16;Energy;Other from oil and gas;All;2022
11;Africa;Algeria;670;Energy;Satellite-detected large oil and gas emissions;All;2022
12;Africa;Algeria;2,66919E+15;Energy;Total;All;2022
13;Africa;Algeria;6,47572E+15;Other;Total;All;2019-2021
14;Africa;Algeria;5,10966E+15;Waste;Total;All;2019-2021
15;Africa;Angola;4,0097E+15;Agriculture;Total;All;2019-2021
16;Africa;Angola;5,734E+15;Energy;Bioenergy;All;2022
17;Africa;Angola;2,59168E+14;Energy;Gas pipelines and LNG facilities;Fugitive;2022
18;Africa;Angola;1,38188E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
19;Africa;Angola;4,76435E+15;Energy;Offshore oil;Flared;2022
20;Africa;Angola;2,94211E+15;Energy;Offshore oil;Fugitive;2022
21;Africa;Angola;3,98601E+16;Energy;Offshore oil;Vented;2022
22;Africa;Angola;3,96236E+14;Energy;Onshore gas;Fugitive;2022
23;Africa;Angola;8,5975E+14;Energy;Onshore gas;Vented;2022
24;Africa;Angola;9,55903E+15;Energy;Onshore oil;Flared;2022
25;Africa;Angola;1,13159E+16;Energy;Onshore oil;Fugitive;2022
26;Africa;Angola;1,53309E+16;Energy;Onshore oil;Vented;2022
27;Africa;Angola;1,77595E+15;Energy;Other from oil and gas;All;2022
28;Africa;Angola;5,68733E+15;Energy;Total;All;2022
29;Africa;Angola;8,17099E+15;Other;Total;All;2019-2021
30;Africa;Angola;1,51494E+16;Waste;Total;All;2019-2021
31;Africa;Benin;1,05691E+16;Agriculture;Total;All;2019-2021
32;Africa;Benin;2,4612E+15;Energy;Bioenergy;All;2022
33;Africa;Benin;9,8756E+14;Energy;Gas pipelines and LNG facilities;Fugitive;2022
34;Africa;Benin;5,26568E+14;Energy;Gas pipelines and LNG facilities;Vented;2022
35;Africa;Benin;2,8E+14;Energy;Other from coal;All;2022
36;Africa;Benin;1,83713E+15;Energy;Other from oil and gas;All;2022
37;Africa;Benin;2,66285E+14;Energy;Total;All;2022
38;Africa;Benin;4,32477E+15;Other;Total;All;2019-2021
39;Africa;Benin;4,21074E+15;Waste;Total;All;2019-2021
40;Africa;Botswana;9,72585E+15;Agriculture;Total;All;2019-2021
41;Africa;Botswana;5,408E+16;Energy;Bioenergy;All;2022
42;Africa;Botswana;1,44059E+14;Energy;Onshore gas;Fugitive;2022
43;Africa;Botswana;3,12579E+13;Energy;Onshore gas;Vented;2022
44;Africa;Botswana;8,4E+14;Energy;Other from coal;All;2022
45;Africa;Botswana;6,61559E+15;Energy;Other from oil and gas;All;2022
46;Africa;Botswana;6,19922E+15;Energy;Total;All;2022
47;Africa;Botswana;2,23691E+15;Other;Total;All;2019-2021
48;Africa;Botswana;8,43402E+15;Waste;Total;All;2019-2021
49;Africa;Cameroon;2,79531E+15;Agriculture;Total;All;2019-2021
50;Africa;Cameroon;7,434E+15;Energy;Bioenergy;All;2022
51;Africa;Cameroon;1,91275E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
52;Africa;Cameroon;1,01988E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
53;Africa;Cameroon;4,40211E+16;Energy;Offshore gas;Fugitive;2022
54;Africa;Cameroon;9,55166E+14;Energy;Offshore gas;Vented;2022
55;Africa;Cameroon;4,99537E+15;Energy;Offshore oil;Flared;2022
56;Africa;Cameroon;5,08397E+15;Energy;Offshore oil;Fugitive;2022
57;Africa;Cameroon;6,88781E+15;Energy;Offshore oil;Vented;2022
58;Africa;Cameroon;1,20642E+15;Energy;Onshore gas;Fugitive;2022
59;Africa;Cameroon;2,61769E+15;Energy;Onshore gas;Vented;2022
60;Africa;Cameroon;1,03619E+16;Energy;Other from oil and gas;All;2022
61;Africa;Cameroon;2,16561E+14;Energy;Total;All;2022
62;Africa;Cameroon;2,39428E+15;Other;Total;All;2019-2021
63;Africa;Cameroon;1,94514E+16;Waste;Total;All;2019-2021
64;Africa;Central African Republic;2,50817E+15;Agriculture;Total;All;2019-2021
65;Africa;Central African Republic;1,73469E+16;Other;Total;All;2019-2021
66;Africa;Central African Republic;2,28563E+15;Waste;Total;All;2019-2021
67;Africa;Chad;1,22393E+16;Agriculture;Total;All;2019-2021
68;Africa;Chad;8,43398E+15;Energy;Onshore oil;Flared;2022
69;Africa;Chad;2,95427E+16;Energy;Onshore oil;Fugitive;2022
70;Africa;Chad;4,00247E+15;Energy;Onshore oil;Vented;2022
71;Africa;Chad;4E+13;Energy;Other from oil and gas;All;2022
72;Africa;Chad;5,1417E+15;Energy;Total;All;2022
73;Africa;Chad;13205078125;Other;Total;All;2019-2021
74;Africa;Chad;7,01976E+15;Waste;Total;All;2019-2021
75;Africa;Congo;2,3871E+14;Agriculture;Total;All;2019-2021
76;Africa;Congo;1,5684E+16;Energy;Bioenergy;All;2022
77;Africa;Congo;2,01877E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
78;Africa;Congo;1,07641E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
79;Africa;Congo;3,7598E+15;Energy;Offshore gas;Fugitive;2022
80;Africa;Congo;8,15799E+15;Energy;Offshore gas;Vented;2022
81;Africa;Congo;4,93979E+15;Energy;Offshore oil;Flared;2022
82;Africa;Congo;1,20454E+15;Energy;Offshore oil;Fugitive;2022
83;Africa;Congo;1,63192E+16;Energy;Offshore oil;Vented;2022
84;Africa;Congo;6,06069E+14;Energy;Onshore gas;Fugitive;2022
85;Africa;Congo;1,31504E+16;Energy;Onshore gas;Vented;2022
86;Africa;Congo;3,49745E+15;Energy;Onshore oil;Flared;2022
87;Africa;Congo;9,91861E+15;Energy;Onshore oil;Fugitive;2022
88;Africa;Congo;1,34378E+16;Energy;Onshore oil;Vented;2022
89;Africa;Congo;3,12215E+15;Energy;Other from oil and gas;All;2022
90;Africa;Congo;2,64767E+15;Energy;Total;All;2022
91;Africa;Congo;1,1997E+15;Other;Total;All;2019-2021
92;Africa;Congo;3,00827E+15;Waste;Total;All;2019-2021
93;Africa;Cote d'Ivoire;1,85701E+15;Agriculture;Total;All;2019-2021
94;Africa;Cote d'Ivoire;5,3804E+15;Energy;Bioenergy;All;2022
95;Africa;Cote d'Ivoire;5,74371E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
96;Africa;Cote d'Ivoire;3,06255E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
97;Africa;Cote d'Ivoire;5,11602E+15;Energy;Offshore gas;Fugitive;2022
98;Africa;Cote d'Ivoire;1,11007E+16;Energy;Offshore gas;Vented;2022
99;Africa;Cote d'Ivoire;1,58408E+16;Energy;Offshore oil;Flared;2022
100;Africa;Cote d'Ivoire;8,03796E+15;Energy;Offshore oil;Fugitive;2022
101;Africa;Cote d'Ivoire;1,08899E+16;Energy;Offshore oil;Vented;2022
102;Africa;Cote d'Ivoire;1,2917E+16;Energy;Other from oil and gas;All;2022
103;Africa;Cote d'Ivoire;9,33965E+15;Energy;Total;All;2022
104;Africa;Cote d'Ivoire;2,87673E+16;Other;Total;All;2019-2021
105;Africa;Cote d'Ivoire;2,20236E+15;Waste;Total;All;2019-2021
106;Africa;Democratic Republic of Congo;5,55529E+15;Agriculture;Total;All;2019-2021
107;Africa;Democratic Republic of Congo;2,16172E+15;Energy;Bioenergy;All;2022
108;Africa;Democratic Republic of Congo;1,1981E+16;Energy;Offshore oil;Flared;2022
109;Africa;Democratic Republic of Congo;1,1648E+15;Energy;Offshore oil;Fugitive;2022
110;Africa;Democratic Republic of Congo;1,57808E+16;Energy;Offshore oil;Vented;2022
111;Africa;Democratic Republic of Congo;6,21571E+15;Energy;Onshore oil;Flared;2022
112;Africa;Democratic Republic of Congo;6,04292E+15;Energy;Onshore oil;Fugitive;2022
113;Africa;Democratic Republic of Congo;8,18701E+15;Energy;Onshore oil;Vented;2022
114;Africa;Democratic Republic of Congo;5,87294E+15;Energy;Other from oil and gas;All;2022
115;Africa;Democratic Republic of Congo;2,60693E+15;Energy;Total;All;2022
116;Africa;Democratic Republic of Congo;2,01835E+15;Other;Total;All;2019-2021
117;Africa;Democratic Republic of Congo;5,66831E+15;Waste;Total;All;2019-2021
118;Africa;Egypt;6,84532E+12;Agriculture;Total;All;2019-2021
119;Africa;Egypt;1,5496E+16;Energy;Bioenergy;All;2022
120;Africa;Egypt;1,27542E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
121;Africa;Egypt;6,80055E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
122;Africa;Egypt;7,46822E+15;Energy;Offshore gas;Fugitive;2022
123;Africa;Egypt;1,62045E+15;Energy;Offshore gas;Vented;2022
124;Africa;Egypt;3,02223E+16;Energy;Offshore oil;Flared;2022
125;Africa;Egypt;4,78234E+15;Energy;Offshore oil;Fugitive;2022
126;Africa;Egypt;6,47917E+15;Energy;Offshore oil;Vented;2022
127;Africa;Egypt;1,88781E+15;Energy;Onshore gas;Fugitive;2022
128;Africa;Egypt;4,09616E+15;Energy;Onshore gas;Vented;2022
129;Africa;Egypt;9,30738E+15;Energy;Onshore oil;Flared;2022
130;Africa;Egypt;1,64448E+16;Energy;Onshore oil;Fugitive;2022
131;Africa;Egypt;2,22796E+16;Energy;Onshore oil;Vented;2022
132;Africa;Egypt;4,96E+15;Energy;Other from coal;All;2022
133;Africa;Egypt;1,78251E+16;Energy;Other from oil and gas;All;2022
134;Africa;Egypt;9,58042E+15;Energy;Total;All;2022
135;Africa;Egypt;1,20031E+16;Other;Total;All;2019-2021
136;Africa;Egypt;9,47934E+13;Waste;Total;All;2019-2021
137;Africa;Equatorial Guinea;4,38739E+14;Agriculture;Total;All;2019-2021
138;Africa;Equatorial Guinea;1,88E+15;Energy;Bioenergy;All;2022
139;Africa;Equatorial Guinea;7,80095E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
140;Africa;Equatorial Guinea;4,15947E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
141;Africa;Equatorial Guinea;1,79849E+16;Energy;Offshore gas;Fugitive;2022
142;Africa;Equatorial Guinea;3,90235E+15;Energy;Offshore gas;Vented;2022
143;Africa;Equatorial Guinea;6,01809E+15;Energy;Offshore oil;Flared;2022
144;Africa;Equatorial Guinea;3,70716E+15;Energy;Offshore oil;Fugitive;2022
145;Africa;Equatorial Guinea;5,02249E+15;Energy;Offshore oil;Vented;2022
146;Africa;Equatorial Guinea;2,10046E+16;Energy;Onshore oil;Flared;2022
147;Africa;Equatorial Guinea;2,58778E+15;Energy;Onshore oil;Fugitive;2022
148;Africa;Equatorial Guinea;3,50595E+15;Energy;Onshore oil;Vented;2022
149;Africa;Equatorial Guinea;1,64E+14;Energy;Other from oil and gas;All;2022
150;Africa;Equatorial Guinea;1,69019E+16;Energy;Total;All;2022
151;Africa;Equatorial Guinea;2,36491E+16;Other;Total;All;2019-2021
152;Africa;Equatorial Guinea;1,19225E+16;Waste;Total;All;2019-2021
153;Africa;Eritrea;1,20179E+16;Agriculture;Total;All;2019-2021
154;Africa;Eritrea;5,884E+15;Energy;Bioenergy;All;2022
155;Africa;Eritrea;5,29585E+14;Energy;Other from oil and gas;All;2022
156;Africa;Eritrea;5,93696E+15;Energy;Total;All;2022
157;Africa;Eritrea;2,50686E+16;Other;Total;All;2019-2021
158;Africa;Eritrea;2,40382E+16;Waste;Total;All;2019-2021
159;Africa;Ethiopia;1,91009E+16;Agriculture;Total;All;2019-2021
160;Africa;Ethiopia;4,62364E+14;Energy;Bioenergy;All;2022
161;Africa;Ethiopia;2E+15;Energy;Other from coal;All;2022
162;Africa;Ethiopia;1,64876E+16;Energy;Other from oil and gas;All;2022
163;Africa;Ethiopia;4,64213E+15;Energy;Total;All;2022
164;Africa;Ethiopia;1,77938E+15;Other;Total;All;2019-2021
165;Africa;Ethiopia;4,14859E+15;Waste;Total;All;2019-2021
166;Africa;Gabon;5,59046E+15;Agriculture;Total;All;2019-2021
167;Africa;Gabon;1,7064E+15;Energy;Bioenergy;All;2022
168;Africa;Gabon;1,39397E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
169;Africa;Gabon;7,43263E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
170;Africa;Gabon;7,72682E+14;Energy;Offshore gas;Fugitive;2022
171;Africa;Gabon;1,67656E+15;Energy;Offshore gas;Vented;2022
172;Africa;Gabon;2,729E+16;Energy;Offshore oil;Flared;2022
173;Africa;Gabon;5,72465E+15;Energy;Offshore oil;Fugitive;2022
174;Africa;Gabon;7,75581E+15;Energy;Offshore oil;Vented;2022
175;Africa;Gabon;8,19162E+15;Energy;Onshore gas;Fugitive;2022
176;Africa;Gabon;1,77741E+16;Energy;Onshore gas;Vented;2022
177;Africa;Gabon;2,85628E+15;Energy;Onshore oil;Flared;2022
178;Africa;Gabon;5,99163E+16;Energy;Onshore oil;Fugitive;2022
179;Africa;Gabon;8,11752E+15;Energy;Onshore oil;Vented;2022
180;Africa;Gabon;2,07463E+15;Energy;Other from oil and gas;All;2022
181;Africa;Gabon;2,48553E+15;Energy;Total;All;2022
182;Africa;Gabon;5,49874E+15;Other;Total;All;2019-2021
183;Africa;Gabon;2,12087E+16;Waste;Total;All;2019-2021
184;Africa;Gambia;2,95675E+16;Agriculture;Total;All;2019-2021
185;Africa;Gambia;3,93176E+15;Other;Total;All;2019-2021
186;Africa;Gambia;1,40884E+16;Waste;Total;All;2019-2021
187;Africa;Ghana;1,69032E+12;Agriculture;Total;All;2019-2021
188;Africa;Ghana;2,7548E+15;Energy;Bioenergy;All;2022
189;Africa;Ghana;2,66249E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
190;Africa;Ghana;1,41964E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
191;Africa;Ghana;2,99818E+16;Energy;Offshore gas;Fugitive;2022
192;Africa;Ghana;6,50542E+15;Energy;Offshore gas;Vented;2022
193;Africa;Ghana;1,64801E+16;Energy;Offshore oil;Flared;2022
194;Africa;Ghana;3,5965E+16;Energy;Offshore oil;Fugitive;2022
195;Africa;Ghana;4,87258E+15;Energy;Offshore oil;Vented;2022
196;Africa;Ghana;1,09401E+16;Energy;Onshore oil;Flared;2022
197;Africa;Ghana;4,77497E+15;Energy;Onshore oil;Fugitive;2022
198;Africa;Ghana;6,46917E+15;Energy;Onshore oil;Vented;2022
199;Africa;Ghana;2,75928E+16;Energy;Other from oil and gas;All;2022
200;Africa;Ghana;1,20736E+16;Energy;Total;All;2022
201;Africa;Ghana;2,69869E+16;Other;Total;All;2019-2021
202;Africa;Ghana;1,59382E+15;Waste;Total;All;2019-2021
203;Africa;Guinea;4,38159E+14;Agriculture;Total;All;2019-2021
204;Africa;Guinea;8E+13;Energy;Other from oil and gas;All;2022
205;Africa;Guinea;8E+13;Energy;Total;All;2022
206;Africa;Guinea;1,72514E+16;Other;Total;All;2019-2021
207;Africa;Guinea;6,89367E+15;Waste;Total;All;2019-2021
208;Africa;Guinea-Bissau;5,28368E+15;Agriculture;Total;All;2019-2021
209;Africa;Guinea-Bissau;2,61776E+16;Other;Total;All;2019-2021
210;Africa;Guinea-Bissau;8,7585E+15;Waste;Total;All;2019-2021
211;Africa;Kenya;1,25095E+15;Agriculture;Total;All;2019-2021
212;Africa;Kenya;1,4096E+15;Energy;Bioenergy;All;2022
213;Africa;Kenya;2,16E+15;Energy;Other from coal;All;2022
214;Africa;Kenya;2,64998E+15;Energy;Other from oil and gas;All;2022
215;Africa;Kenya;1,43826E+15;Energy;Total;All;2022
216;Africa;Kenya;3,44029E+15;Other;Total;All;2019-2021
217;Africa;Kenya;1,80647E+14;Waste;Total;All;2019-2021
218;Africa;Liberia;9,20829E+15;Agriculture;Total;All;2019-2021
219;Africa;Liberia;1,53169E+16;Other;Total;All;2019-2021
220;Africa;Liberia;1,93726E+15;Waste;Total;All;2019-2021
221;Africa;Libya;6,74158E+15;Agriculture;Total;All;2019-2021
222;Africa;Libya;2,968E+16;Energy;Bioenergy;All;2022
223;Africa;Libya;2,78696E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
224;Africa;Libya;1,48601E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
225;Africa;Libya;1,37402E+15;Energy;Offshore gas;Fugitive;2022
226;Africa;Libya;2,98134E+16;Energy;Offshore gas;Vented;2022
227;Africa;Libya;2,02441E+15;Energy;Offshore oil;Flared;2022
228;Africa;Libya;3,30267E+16;Energy;Offshore oil;Fugitive;2022
229;Africa;Libya;4,47449E+15;Energy;Offshore oil;Vented;2022
230;Africa;Libya;2,25553E+16;Energy;Onshore gas;Fugitive;2022
231;Africa;Libya;4,89403E+15;Energy;Onshore gas;Vented;2022
232;Africa;Libya;3,93312E+13;Energy;Onshore oil;Flared;2022
233;Africa;Libya;6,63259E+15;Energy;Onshore oil;Fugitive;2022
234;Africa;Libya;8,9859E+15;Energy;Onshore oil;Vented;2022
235;Africa;Libya;7,17478E+14;Energy;Other from oil and gas;All;2022
236;Africa;Libya;50;Energy;Satellite-detected large oil and gas emissions;All;2022
237;Africa;Libya;1,59944E+16;Energy;Total;All;2022
238;Africa;Libya;3,07247E+16;Other;Total;All;2019-2021
239;Africa;Libya;8,33566E+15;Waste;Total;All;2019-2021
240;Africa;Morocco;2,9538E+15;Agriculture;Total;All;2019-2021
241;Africa;Morocco;1,4228E+16;Energy;Bioenergy;All;2022
242;Africa;Morocco;2,33592E+16;Energy;Gas pipelines and LNG facilities;Fugitive;2022
243;Africa;Morocco;1,24551E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
244;Africa;Morocco;1,23582E+15;Energy;Onshore gas;Fugitive;2022
245;Africa;Morocco;2,68148E+15;Energy;Onshore gas;Vented;2022
246;Africa;Morocco;1,26354E+13;Energy;Onshore oil;Fugitive;2022
247;Africa;Morocco;1,71186E+14;Energy;Onshore oil;Vented;2022
248;Africa;Morocco;3E+15;Energy;Other from coal;All;2022
249;Africa;Morocco;3,66193E+15;Energy;Other from oil and gas;All;2022
250;Africa;Morocco;2,21815E+16;Energy;Total;All;2022
251;Africa;Morocco;6,25848E+15;Other;Total;All;2019-2021
252;Africa;Morocco;4,05122E+15;Waste;Total;All;2019-2021
253;Africa;Mozambique;2,10654E+16;Agriculture;Total;All;2019-2021
254;Africa;Mozambique;6,3564E+15;Energy;Bioenergy;All;2022
255;Africa;Mozambique;6,05378E+15;Energy;Coking coal;All;2022
256;Africa;Mozambique;2,40781E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
257;Africa;Mozambique;1,28384E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
258;Africa;Mozambique;1,59562E+15;Energy;Offshore gas;Fugitive;2022
259;Africa;Mozambique;3,46216E+15;Energy;Offshore gas;Vented;2022
260;Africa;Mozambique;1,05853E+15;Energy;Onshore gas;Fugitive;2022
261;Africa;Mozambique;2,29678E+15;Energy;Onshore gas;Vented;2022
262;Africa;Mozambique;1,72954E+14;Energy;Onshore oil;Fugitive;2022
263;Africa;Mozambique;2,3432E+15;Energy;Onshore oil;Vented;2022
264;Africa;Mozambique;4E+13;Energy;Other from coal;All;2022
265;Africa;Mozambique;7,26256E+15;Energy;Other from oil and gas;All;2022
266;Africa;Mozambique;5,99697E+15;Energy;Steam coal;All;2022
267;Africa;Mozambique;2,27356E+15;Energy;Total;All;2022
268;Africa;Mozambique;1,06019E+16;Other;Total;All;2019-2021
269;Africa;Mozambique;1,55739E+12;Waste;Total;All;2019-2021
270;Africa;Namibia;1,81988E+15;Agriculture;Total;All;2019-2021
271;Africa;Namibia;1,964E+14;Energy;Bioenergy;All;2022
272;Africa;Namibia;6,67089E+15;Energy;Other from oil and gas;All;2022
273;Africa;Namibia;2,63109E+15;Energy;Total;All;2022
274;Africa;Namibia;1,32938E+15;Other;Total;All;2019-2021
275;Africa;Namibia;1,58592E+16;Waste;Total;All;2019-2021
276;Africa;Niger;6,9644E+15;Agriculture;Total;All;2019-2021
277;Africa;Niger;3,4108E+16;Energy;Bioenergy;All;2022
278;Africa;Niger;4,76503E+14;Energy;Onshore gas;Fugitive;2022
279;Africa;Niger;1,03391E+15;Energy;Onshore gas;Vented;2022
280;Africa;Niger;1,36366E+16;Energy;Onshore oil;Flared;2022
281;Africa;Niger;3,36564E+15;Energy;Onshore oil;Fugitive;2022
282;Africa;Niger;4,5598E+15;Energy;Onshore oil;Vented;2022
283;Africa;Niger;4E+13;Energy;Other from coal;All;2022
284;Africa;Niger;3,44618E+14;Energy;Other from oil and gas;All;2022
285;Africa;Niger;4,08677E+15;Energy;Total;All;2022
286;Africa;Niger;1,00437E+16;Other;Total;All;2019-2021
287;Africa;Niger;1,52305E+16;Waste;Total;All;2019-2021
288;Africa;Nigeria;2,08219E+15;Agriculture;Total;All;2019-2021
289;Africa;Nigeria;1,33174E+16;Energy;Bioenergy;All;2022
290;Africa;Nigeria;7,70713E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
291;Africa;Nigeria;4,10945E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
292;Africa;Nigeria;2,97684E+16;Energy;Offshore gas;Fugitive;2022
293;Africa;Nigeria;6,45913E+15;Energy;Offshore gas;Vented;2022
294;Africa;Nigeria;2,03025E+15;Energy;Offshore oil;Flared;2022
295;Africa;Nigeria;5,09286E+14;Energy;Offshore oil;Fugitive;2022
296;Africa;Nigeria;6,89985E+15;Energy;Offshore oil;Vented;2022
297;Africa;Nigeria;6,37226E+16;Energy;Onshore gas;Fugitive;2022
298;Africa;Nigeria;1,38265E+16;Energy;Onshore gas;Vented;2022
299;Africa;Nigeria;1,03513E+16;Energy;Onshore oil;Flared;2022
300;Africa;Nigeria;3,38316E+16;Energy;Onshore oil;Fugitive;2022
301;Africa;Nigeria;4,58353E+15;Energy;Onshore oil;Vented;2022
302;Africa;Nigeria;1,2E+14;Energy;Other from coal;All;2022
303;Africa;Nigeria;2,0166E+16;Energy;Other from oil and gas;All;2022
304;Africa;Nigeria;3,30607E+13;Energy;Total;All;2022
305;Africa;Nigeria;3,47129E+15;Other;Total;All;2019-2021
306;Africa;Nigeria;8,62436E+15;Waste;Total;All;2019-2021
307;Africa;Senegal;2,61523E+15;Agriculture;Total;All;2019-2021
308;Africa;Senegal;1,2056E+16;Energy;Bioenergy;All;2022
309;Africa;Senegal;5,99597E+14;Energy;Gas pipelines and LNG facilities;Fugitive;2022
310;Africa;Senegal;3,19706E+14;Energy;Gas pipelines and LNG facilities;Vented;2022
311;Africa;Senegal;2,63592E+11;Energy;Onshore gas;Fugitive;2022
312;Africa;Senegal;5,71939E+14;Energy;Onshore gas;Vented;2022
313;Africa;Senegal;1,32E+15;Energy;Other from coal;All;2022
314;Africa;Senegal;6,61394E+15;Energy;Other from oil and gas;All;2022
315;Africa;Senegal;1,30249E+16;Energy;Total;All;2022
316;Africa;Senegal;4,17742E+15;Other;Total;All;2019-2021
317;Africa;Senegal;1,01433E+15;Waste;Total;All;2019-2021
318;Africa;Seychelles;7,87207E+13;Agriculture;Total;All;2019-2021
319;Africa;Seychelles;5,1872E+14;Other;Total;All;2019-2021
320;Africa;Seychelles;2,49131E+15;Waste;Total;All;2019-2021
321;Africa;Sierra Leone;8,62676E+15;Agriculture;Total;All;2019-2021
322;Africa;Sierra Leone;9,57861E+15;Other;Total;All;2019-2021
323;Africa;Sierra Leone;4,99983E+15;Waste;Total;All;2019-2021
324;Africa;Somalia;6,25715E+15;Agriculture;Total;All;2019-2021
325;Africa;Somalia;2,9508E+16;Energy;Bioenergy;All;2022
326;Africa;Somalia;2,9508E+16;Energy;Total;All;2022
327;Africa;Somalia;2,38209E+15;Other;Total;All;2019-2021
328;Africa;Somalia;1,08411E+15;Waste;Total;All;2019-2021
329;Africa;South Africa;7,60323E+13;Agriculture;Total;All;2019-2021
330;Africa;South Africa;4,0568E+15;Energy;Bioenergy;All;2022
331;Africa;South Africa;2,77524E+15;Energy;Coking coal;All;2022
332;Africa;South Africa;8,12008E+14;Energy;Gas pipelines and LNG facilities;Fugitive;2022
333;Africa;South Africa;4,32963E+15;Energy;Gas pipelines and LNG facilities;Vented;2022
334;Africa;South Africa;9,55579E+15;Energy;Offshore gas;Fugitive;2022
335;Africa;South Africa;2,07341E+16;Energy;Offshore gas;Vented;2022
336;Africa;South Africa;4,70969E+14;Energy;Offshore oil;Flared;2022
337;Africa;South Africa;2,87332E+14;Energy;Offshore oil;Fugitive;2022
338;Africa;South Africa;3,8928E+15;Energy;Offshore oil;Vented;2022
339;Africa;South Africa;4,10394E+14;Energy;Onshore gas;Fugitive;2022
340;Africa;South Africa;8,90469E+14;Energy;Onshore gas;Vented;2022
341;Africa;South Africa;3,78465E+14;Energy;Onshore oil;Flared;2022
342;Africa;South Africa;2,79001E+16;Energy;Onshore oil;Fugitive;2022
343;Africa;South Africa;3,77994E+15;Energy;Onshore oil;Vented;2022
344;Africa;South Africa;4,2824E+15;Energy;Other from coal;All;2022
345;Africa;South Africa;1,08741E+16;Energy;Other from oil and gas;All;2022
346;Africa;South Africa;1,06031E+14;Energy;Steam coal;All;2022
347;Africa;South Africa;1,23903E+16;Energy;Total;All;2022
348;Africa;South Africa;4,24075E+15;Other;Total;All;2019-2021
349;Africa;South Africa;8,34214E+15;Waste;Total;All;2019-2021
350;Africa;South Sudan;6,95718E+15;Agriculture;Total;All;2019-2021
351;Africa;South Sudan;2,332E+16;Energy;Bioenergy;All;2022
352;Africa;South Sudan;5,11956E+16;Energy;Onshore oil;Fugitive;2022
353;Africa;South Sudan;6,93603E+15;Energy;Onshore oil;Vented;2022
354;Africa;South Sudan;1,77035E+14;Energy;Other from oil and gas;All;2022
355;Africa;South Sudan;7,69889E+14;Energy;Total;All;2022
356;Africa;South Sudan;3,33333E+16;Other;Total;All;2019-2021
357;Africa;South Sudan;1,21762E+16;Waste;Total;All;2019-2021
358;Africa;Sudan;1,54911E+14;Agriculture;Total;All;2019-2021
359;Africa;Sudan;7,7208E+15;Energy;Bioenergy;All;2022
360;Africa;Sudan;1,75325E+16;Energy;Onshore oil;Flared;2022
361;Africa;Sudan;3,13619E+16;Energy;Onshore oil;Fugitive;2022
362;Africa;Sudan;4,24894E+15;Energy;Onshore oil;Vented;2022
363;Africa;Sudan;2,69974E+16;Energy;Other from oil and gas;All;2022
364;Africa;Sudan;1,43066E+16;Energy;Total;All;2022
365;Africa;Sudan;3,68318E+16;Other;Total;All;2019-2021
366;Africa;Sudan;2,33214E+16;Waste;Total;All;2019-2021
367;Africa;Tanzania;1,18022E+15;Agriculture;Total;All;2019-2021
368;Africa;Tanzania;1,92064E+16;Energy;Bioenergy;All;2022
369;Africa;Tanzania;2,06431E+15;Energy;Gas pipelines and LNG facilities;Fugitive;2022
370;Africa;Tanzania;1,10069E+16;Energy;Gas pipelines and LNG facilities;Vented;2022
371;Africa;Tanzania;7,12062E+15;Energy;Offshore gas;Fugitive;2022
372;Africa;Tanzania;1,54503E+16;Energy;Offshore gas;Vented;2022
373;Africa;Tanzania;1,25812E+16;Energy;Onshore gas;Fugitive;2022
